23849	top	mid	2607127	8010566
23849	top	mid	7624168	6688742
23849	top	mid	2838462	2607128
23849	top	mid	2647769	6803015
23849	top	mid	1034183	3978767
23849	top	mid	587451	590929
23849	top	mid	640772	6180228
23849	top	mid	2607132	1414114
23849	top	mid	7186713	4065323
23849	top	mid	590926	1175024
23849	top	low	7624168	2209883
23849	top	low	2838462	5529682
23849	top	low	8010561	4951252
23849	top	low	2607127	1944730
23849	top	low	1034183	67500
23849	top	low	5888570	794785
23849	top	low	6264715	2318793
23849	top	low	4556933	542113
23849	top	low	7987542	4387499
23849	top	low	7845081	4576574
23849	mid	low	6688737	2766280
23849	mid	low	5340997	4482145
23849	mid	low	6515917	5835858
23849	mid	low	836559	293608
23849	mid	low	6543413	1724687
23849	mid	low	7987541	1143724
23849	mid	low	5740854	7752628
23849	mid	low	3008750	8140319
23849	mid	low	6688742	2003292
23849	mid	low	6180228	5633221
42255	top	mid	8746189	8746191
42255	top	mid	8746197	8746194
42255	top	mid	8746188	8746195
42255	top	mid	8746188	8746196
42255	top	low	8746197	7360526
42255	top	low	8746189	8746190
42255	top	low	8746188	5519434
42255	top	low	8746188	1470405
42255	top	low	8746188	2622952
42255	top	low	8746188	1606227
42255	top	low	8746188	182410
42255	top	low	8746188	1452741
42255	top	low	8746197	8746192
42255	top	low	8746197	1863182
42255	mid	low	8746191	499032
42255	mid	low	8746196	8170475
42255	mid	low	8746194	7975405
42255	mid	low	8746195	5823922
42255	mid	low	8746191	1452741
42255	mid	low	8746191	6825602
42255	mid	low	8746196	5326925
42255	mid	low	8746191	6312919
42255	mid	low	8746194	7545805
42255	mid	low	8746196	1606221
47210	top	mid	2546001	5691600
47210	top	mid	2042918	5627231
47210	top	mid	2545998	5497272
47210	top	mid	2546002	2042923
47210	top	mid	2546005	5642107
47210	top	mid	2546007	5207328
47210	top	mid	3304362	3304359
47210	top	mid	2546007	7509249
47210	top	mid	2545998	6168275
47210	top	mid	2545998	6168277
47210	top	low	2546002	5301401
47210	top	low	2545998	2338386
47210	top	low	2546007	5738110
47210	top	low	2546005	5738112
47210	top	low	2546001	1941138
47210	top	low	3304362	7067449
47210	top	low	2042918	3131197
47210	top	low	2545998	1941143
47210	top	low	2546007	5691601
47210	top	low	2545998	5511819
47210	mid	low	7562284	5947917
47210	mid	low	2338384	8339175
47210	mid	low	1839675	2131771
47210	mid	low	6180504	5642101
47210	mid	low	4007109	5219856
47210	mid	low	7367873	7067453
47210	mid	low	4007105	3491885
47210	mid	low	7509251	8264966
47210	mid	low	5301403	89912
47210	mid	low	2042922	8806600
67316	top	mid	7114279	6091258
67316	top	mid	8312258	1401789
67316	top	mid	6680964	7418432
67316	top	mid	2930660	6926001
67316	top	mid	7348851	4294523
67316	top	mid	4789319	209706
67316	top	mid	7114279	4789318
67316	top	mid	6680964	4294519
67316	top	mid	8312258	376564
67316	top	mid	7114279	7418431
67316	top	low	8312258	708462
67316	top	low	7114279	1408563
67316	top	low	7348851	6925995
67316	top	low	4789319	1299339
67316	top	low	6680964	1228611
67316	top	low	2930660	5697652
67316	top	low	4789319	8385989
67316	top	low	8312258	1815035
67316	top	low	8312258	1974375
67316	top	low	8312258	6290072
67316	mid	low	699797	3353057
67316	mid	low	6680965	4744135
67316	mid	low	4294519	46280
67316	mid	low	8312265	4661069
67316	mid	low	8161992	3227881
67316	mid	low	2162326	2784534
67316	mid	low	6387612	5432571
67316	mid	low	2508367	1480716
67316	mid	low	7183389	8174901
67316	mid	low	6607543	1471086
118440	top	mid	3156623	4070255
118440	top	mid	3683466	5833423
118440	top	mid	7092476	773304
118440	top	mid	7419168	4486898
118440	top	mid	1323064	1145052
118440	top	mid	8527718	6648627
118440	top	mid	1363111	1466778
118440	top	mid	4599704	3516513
118440	top	mid	1466776	3156625
118440	top	mid	6033909	8527723
118440	top	low	3038505	1093864
118440	top	low	1466776	2286340
118440	top	low	1804730	1087056
118440	top	low	1569786	8128710
118440	top	low	3156623	3592262
118440	top	low	1363111	7703789
118440	top	low	7092476	8785852
118440	top	low	8527718	4761721
118440	top	low	6033909	7106155
118440	top	low	2607753	1465558
118440	mid	low	4270698	1072188
118440	mid	low	4909315	3265126
118440	mid	low	4070255	154963
118440	mid	low	293547	1016475
118440	mid	low	8106597	1087061
118440	mid	low	2699182	1353287
118440	mid	low	4667455	1281433
118440	mid	low	5255509	1173271
118440	mid	low	4315576	8724459
118440	mid	low	1877853	1443589
121171	top	mid	7242773	3906148
121171	top	mid	259433	259435
121171	top	mid	6580482	5537460
121171	top	mid	2780358	1278929
121171	top	mid	2631827	1710883
121171	top	mid	6580480	1898444
121171	top	mid	5713962	1651653
121171	top	mid	6580478	2132090
121171	top	mid	451169	7151456
121171	top	mid	4494818	3077043
121171	top	low	2631826	5133494
121171	top	low	1278930	7165126
121171	top	low	8201175	1260874
121171	top	low	451169	4983778
121171	top	low	451176	3812021
121171	top	low	8301993	1543703
121171	top	low	6580480	1207573
121171	top	low	4878253	5188444
121171	top	low	3092263	2780359
121171	top	low	6580481	259437
121171	mid	low	6459626	5188444
121171	mid	low	2282923	8735296
121171	mid	low	7165120	120234
121171	mid	low	4913402	1236382
121171	mid	low	4355386	2643863
121171	mid	low	1087310	118372
121171	mid	low	2132090	2320297
121171	mid	low	2184701	3117365
121171	mid	low	1957753	5679596
121171	mid	low	5065594	4896376
135802	top	mid	8692621	6037331
135802	top	mid	8692627	2739069
135802	top	mid	8692628	1103938
135802	top	mid	8692622	6037338
135802	top	mid	8692623	802446
135802	top	mid	8692626	7075501
135802	top	mid	8692624	8692620
135802	top	mid	8692625	8264847
135802	top	mid	8692619	8692620
135802	top	low	8692626	5355557
135802	top	low	8692627	7016639
135802	top	low	8692625	1968909
135802	top	low	8692622	2189915
135802	top	low	8692619	1968913
135802	top	low	8692623	1160091
135802	top	low	8692624	1522273
135802	top	low	8692628	3673729
135802	top	low	8692621	4007442
135802	top	low	8692626	2323184
135802	mid	low	8264847	8601952
135802	mid	low	6037338	1740473
135802	mid	low	802446	2323184
135802	mid	low	6037331	1034818
135802	mid	low	2739069	3325337
135802	mid	low	1103938	5001906
135802	mid	low	8692620	1082170
135802	mid	low	7075501	4919670
135802	mid	low	2739069	4040703
135802	mid	low	8692620	1634794
141630	top	mid	8319987	885781
141630	top	mid	3500851	6319713
141630	top	mid	3500851	8389912
141630	top	mid	8319987	2668726
141630	top	mid	8319987	1333839
141630	top	mid	8319987	885788
141630	top	mid	8319987	1314689
141630	top	mid	8319987	7985117
141630	top	mid	3500851	430422
141630	top	mid	3500851	4098919
141630	top	low	8319987	2168202
141630	top	low	3500851	5364178
141630	top	low	8319987	8143133
141630	top	low	3500851	1033241
141630	top	low	3500851	5610697
141630	top	low	3500851	3461358
141630	top	low	3500851	4580952
141630	top	low	3500851	3548238
141630	top	low	8319987	4591821
141630	top	low	3500851	320239
141630	mid	low	5271691	6921593
141630	mid	low	5190712	6580043
141630	mid	low	885782	3455317
141630	mid	low	704609	5436450
141630	mid	low	885785	41360
141630	mid	low	478867	2366119
141630	mid	low	5271686	3548239
141630	mid	low	6319712	2219091
141630	mid	low	4101953	320239
141630	mid	low	8065287	2990982
156498	top	mid	3301559	4273410
156498	top	mid	3301559	1066785
156498	top	mid	3301559	3301562
156498	top	mid	3301559	104803
156498	top	mid	3301559	3301563
156498	top	mid	3301559	8648969
156498	top	mid	3301559	4273418
156498	top	mid	3301559	104801
156498	top	mid	3301559	4273419
156498	top	mid	3301559	4960216
156498	top	low	3301559	6602770
156498	top	low	3301559	6460157
156498	top	low	3301559	687748
156498	top	low	3301559	609771
156498	top	low	3301559	8765271
156498	top	low	3301559	5902752
156498	top	low	3301559	7075146
156498	top	low	3301559	1011581
156498	top	low	3301559	1575718
156498	top	low	3301559	8238887
156498	mid	low	4960216	7707056
156498	mid	low	4273419	6648986
156498	mid	low	8648969	1347288
156498	mid	low	4273410	6871676
156498	mid	low	1066785	7707057
156498	mid	low	3301562	4142077
156498	mid	low	104803	8293902
156498	mid	low	104801	1517369
156498	mid	low	3669926	2537585
156498	mid	low	4273418	7807690
169208	top	mid	2888367	2256972
169208	top	mid	1395413	4762135
169208	top	mid	4580133	4202278
169208	top	mid	4859437	4580131
169208	top	mid	4580133	1395417
169208	top	mid	1395413	4762142
169208	top	mid	4580133	4580132
169208	top	mid	1395413	4859432
169208	top	mid	2888367	4762141
169208	top	mid	2888367	4762134
169208	top	low	4859437	7887341
169208	top	low	1395413	5523561
169208	top	low	4580133	2394724
169208	top	low	2888367	196026
169208	top	low	4580133	4622237
169208	top	low	1395413	5880665
169208	top	low	4580133	2888363
169208	top	low	4580133	3967750
169208	top	low	4859437	2888366
169208	top	low	4859437	5620195
169208	mid	low	8518731	5402019
169208	mid	low	4580131	7749069
169208	mid	low	4859432	4859436
169208	mid	low	4859438	3316437
169208	mid	low	4762142	4859431
169208	mid	low	2594161	5276979
169208	mid	low	3715860	1729021
169208	mid	low	85987	7575165
169208	mid	low	2594160	3059075
169208	mid	low	4762135	5880665
174463	top	mid	8304458	5303495
174463	top	mid	8304458	8225687
174463	top	mid	8304458	1024762
174463	top	mid	8304458	8770949
174463	top	mid	8304458	1835375
174463	top	mid	8304458	2533624
174463	top	mid	8304458	1854167
174463	top	mid	8304458	5779094
174463	top	mid	8304458	8304453
174463	top	mid	8304458	1432594
174463	top	low	8304458	8004951
174463	top	low	8304458	7814051
174463	top	low	8304458	5303493
174463	top	low	8304458	5967943
174463	top	low	8304458	1835373
174463	top	low	8304458	27550
174463	top	low	8304458	2455330
174463	top	low	8304458	5545051
174463	top	low	8304458	3265811
174463	top	low	8304458	1432592
174463	mid	low	470708	7276897
174463	mid	low	2924413	1432593
174463	mid	low	6083370	1295676
174463	mid	low	1013078	4041227
174463	mid	low	1854164	5967943
174463	mid	low	1024761	3817112
174463	mid	low	1432596	5084515
174463	mid	low	1013072	8304451
174463	mid	low	1788361	6625390
174463	mid	low	6718987	2954914
258062	top	mid	1348968	6084336
258062	top	mid	3777927	3638309
258062	top	mid	4174313	3777933
258062	top	mid	2995130	8694163
258062	top	mid	3012167	2898169
258062	top	mid	955813	8384952
258062	top	mid	2421112	3777936
258062	top	mid	4595794	1311741
258062	top	mid	4595795	2898169
258062	top	mid	955811	8384952
258062	top	low	2421112	4346539
258062	top	low	2995130	6324722
258062	top	low	3777930	3404351
258062	top	low	1805967	8280422
258062	top	low	6084339	8694158
258062	top	low	955811	5557545
258062	top	low	4174308	5254419
258062	top	low	4174310	3615277
258062	top	low	91493	7002124
258062	top	low	4595795	8427080
258062	mid	low	8384952	1351620
258062	mid	low	8694163	8428927
258062	mid	low	2898169	1240022
258062	mid	low	6084336	5254419
258062	mid	low	3777936	1307173
258062	mid	low	1311741	4767654
258062	mid	low	3638309	6710128
258062	mid	low	3777933	3760046
258062	mid	low	8384952	7716250
258062	mid	low	8384952	2707010
324585	top	low	8500121	8500124
324585	top	low	1536990	2860575
324585	top	low	1536988	1261383
324585	top	low	8290314	8800353
324585	top	low	405281	4347398
324585	top	low	8310499	2362430
324585	top	low	8500123	7941125
324585	top	low	8310502	3323440
324585	top	low	8290309	8821990
324585	top	low	8310498	1726291
330975	top	mid	5393803	8327010
330975	top	mid	4392144	5557976
330975	top	mid	3857965	1488083
330975	top	mid	7074784	8327012
330975	top	mid	7394956	233944
330975	top	mid	1748537	6310762
330975	top	mid	1748533	482130
330975	top	mid	6693239	233952
330975	top	mid	3297858	6559225
330975	top	mid	3297856	702099
